TENAME	NAME	WHOLESALER	ODS_AGREE	DN_DATE_TIME	DN_DATE	SHORTSEQ	GRNID	PROD	LOC	QTY	PERID	TEID	QTY_AVAIL	QTY_SUSP	ORIGIN	RECTYPE	LU_ID	LOCATION	LOC_ID	COMMODITY	CONTAINER	VARIETY	CLASS	SIZ_REF	CNT_REF	COLOR	QTY_LATE	CF_CS_FLAG	CF_SORTING	CF_COMDTY_STRING	CF_DAYS_ON_FLOOR
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			14-JUN-26	14-JUN-26	9207	15483654	SUNDAYS RIVER CIT	HL 	84	80399	24	84	0		1	6	261	261	LEMS	CTT150	*	12	*	75	*		 	9207	LEMS,CTT150,*,LOWEST CLASS,*,75,*	50
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			19-JUN-26	19-JUN-26	2178	15491914	SRCC MARKETING (P	HL 	550	80399	24	550	0		1	6	261	261	LEMS	CTT150	*	2	*	48	*		 	2178	LEMS,CTT150,*,CL 2,*,48,*	45
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	3846	15511331	FRAAIUITZICHT BEL	HL 	270	80399	24	270	0		1	6	261	261	LEMS	PC030	*	0	*	*	*		 	3846	LEMS,PC030,*,*,*,*,*	32
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	8756	15511336	FRAAIUITZICHT BEL	HL 	291	80399	24	291	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	8756	LEMS,PC020,*,*,*,*,*	32
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-JUL-26	02-JUL-26	6783	15511323	FRAAIUITZICHT BEL	HL 	662	80399	24	662	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	6783	LEMS,PC020,*,*,*,*,*	32
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-JUL-26	11-JUL-26	8547	15528120	ZZ2 - WAGENDRIFT	HL 	59	80399	24	59	0	1012	1	6	261	261	AVOS	TR040	AT	1	*	10	*		 	8547	AVOS,TR040,AT,CL 1,*,10,*	23
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			12-JUL-26	12-JUL-26	7126	15528906	SAMPADA AGRI (PTY	HL 	28	80399	24	28	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	7126	BERS,PTB025,*,*,*,16,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	8708	15531435	CONLINK TRUST	HL 	103	80399	24	103	0		1	6	261	261	AVOS	TR040	AK	1	*	18	*		 	8708	AVOS,TR040,AK,CL 1,*,18,*	20
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	8713	15531443	CONLINK TRUST	HL 	705	80399	24	705	0		1	6	261	261	AVOS	TR040	AK	1	*	20	*		 	8713	AVOS,TR040,AK,CL 1,*,20,*	20
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	7161	15528953	ENDULINI FRUIT (P	HL 	76	80399	24	76	0		1	6	261	261	LEMS	CTT150	*	12	*	113	*		 	7161	LEMS,CTT150,*,LOWEST CLASS,*,113,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	7193	15528962	ENDULINI FRUIT (P	HL 	80	80399	24	80	0		1	6	261	261	LEMS	CTT150	*	12	*	88	*		 	7193	LEMS,CTT150,*,LOWEST CLASS,*,88,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	7180	15528954	ENDULINI FRUIT (P	HL 	78	80399	24	78	0		1	6	261	261	LEMS	CTT150	*	12	*	138	*		 	7180	LEMS,CTT150,*,LOWEST CLASS,*,138,*	21
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	8638	15531300	FRAAIUITZICHT BEL	HL 	248	80399	24	248	0		1	6	261	261	ORGS	PC060	VA	1	XL	*	*		 	8638	ORGS,PC060,VA,CL 1,XL,*,*	20
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			13-JUL-26	13-JUL-26	8636	15531292	FRAAIUITZICHT BEL	HL 	537	80399	24	537	0		1	6	261	261	ORGS	PC060	VA	1	L	*	*		 	8636	ORGS,PC060,VA,CL 1,L,*,*	20
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			15-JUL-26	15-JUL-26	1917	15535536	ENDULINI FRUIT (P	HL 	240	80399	24	240	0		1	6	261	261	LEMS	CTT150	*	2	*	100	*		 	1917	LEMS,CTT150,*,CL 2,*,100,*	19
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			15-JUL-26	15-JUL-26	3870	15535539	ENDULINI FRUIT (P	HL 	109	80399	24	109	0		1	6	261	261	NOVA	CO150	*	1	1XXX	*	*		 	3870	NOVA,CO150,*,CL 1,1XXX,*,*	19
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			16-JUL-26	16-JUL-26	1864	15538845	MULLER FAMILIE BO	HL 	27	80399	24	27	0		1	6	261	261	AVOS	BG150	AX	2	M	*	*		 	1864	AVOS,BG150,AX,CL 2,M,*,*	18
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			16-JUL-26	16-JUL-26	1098	15538525	PROFESSIONAL HORT	HL 	56	80399	24	56	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	1098	BERS,PTB025,*,*,*,16,*	17
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			17-JUL-26	17-JUL-26	4617	15540029	ENDULINI FRUIT (P	HL 	10	80399	24	10	0		1	6	261	261	ORGS	PC060	NV	2	XL	*	*		 	4617	ORGS,PC060,NV,CL 2,XL,*,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			17-JUL-26	17-JUL-26	4620	15540032	ENDULINI FRUIT (P	HL 	1488	80399	24	1488	0		1	6	261	261	ORGS	PC060	NV	2	L	*	*		 	4620	ORGS,PC060,NV,CL 2,L,*,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4019	15539893	POTGIETER BOERDER	HL 	130	80399	24	130	0		1	6	261	261	AVOS	TR040	AF	2	*	18	*		 	4019	AVOS,TR040,AF,CL 2,*,18,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4066	15539914	POTGIETER BOERDER	HL 	4	80399	24	4	0		1	6	261	261	AVOS	TR040	AF	2	*	24	*		 	4066	AVOS,TR040,AF,CL 2,*,24,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4165	15539932	POTGIETER BOERDER	HL 	43	80399	24	43	0		1	6	261	261	AVOS	TR040	AF	1	*	24	*		 	4165	AVOS,TR040,AF,CL 1,*,24,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4016	15539888	POTGIETER BOERDER	HL 	115	80399	24	115	0		1	6	261	261	AVOS	TR040	AF	2	*	16	*		 	4016	AVOS,TR040,AF,CL 2,*,16,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4060	15539907	POTGIETER BOERDER	HL 	16	80399	24	16	0		1	6	261	261	AVOS	TR040	AF	2	*	22	*		 	4060	AVOS,TR040,AF,CL 2,*,22,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4092	15539917	POTGIETER BOERDER	HL 	75	80399	24	75	0		1	6	261	261	AVOS	TR040	AF	1	*	22	*		 	4092	AVOS,TR040,AF,CL 1,*,22,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			18-JUL-26	18-JUL-26	4052	15539902	POTGIETER BOERDER	HL 	66	80399	24	66	0		1	6	261	261	AVOS	TR040	AF	2	*	20	*		 	4052	AVOS,TR040,AF,CL 2,*,20,*	16
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			19-JUL-26	19-JUL-26	6117	15541227	WESTFALIA MARKETI	HL 	6	80399	24	6	0		1	6	261	261	AVOS	BG150	AH	2	M	*	*		 	6117	AVOS,BG150,AH,CL 2,M,*,*	14
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			19-JUL-26	19-JUL-26	6107	15541216	WESTFALIA MARKETI	HL 	113	80399	24	113	0		1	6	261	261	AVOS	BG150	AK	2	M	*	*		 	6107	AVOS,BG150,AK,CL 2,M,*,*	14
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	3412	15548523	FRAAIUITZICHT BEL	HL 	96	80399	24	96	0		1	6	261	261	ORGS	PC070	VA	2	S	*	*		 	3412	ORGS,PC070,VA,CL 2,S,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	5632	15548527	FRAAIUITZICHT BEL	HL 	734	80399	24	734	0		1	6	261	261	ORGS	PC070	VA	2	M	*	*		 	5632	ORGS,PC070,VA,CL 2,M,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	3122	15548519	FRAAIUITZICHT BEL	HL 	252	80399	24	252	0		1	6	261	261	ORGS	PC070	VA	2	L	*	*		 	3122	ORGS,PC070,VA,CL 2,L,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	6284	15548532	FRAAIUITZICHT BEL	HL 	188	80399	24	188	0		1	6	261	261	ORGS	PC070	VA	2	XL	*	*		 	6284	ORGS,PC070,VA,CL 2,XL,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			22-JUL-26	22-JUL-26	6864	15546226	ZZ2 - WAGENDRIFT	HL 	3	80399	24	3	0		1	6	261	261	AVOS	TR040	AE	2	*	12	*		 	6864	AVOS,TR040,AE,CL 2,*,12,*	12
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	198	15549267	FRAAIUITZICHT BEL	HL 	896	80399	24	896	0		1	6	261	261	LEMS	PC020	*	0	*	*	*		 	198	LEMS,PC020,*,*,*,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	443	15549269	FRAAIUITZICHT BEL	HL 	164	80399	24	164	0		1	6	261	261	LEMS	PC030	*	0	*	*	*		 	443	LEMS,PC030,*,*,*,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			23-JUL-26	23-JUL-26	26	15549266	FRAAIUITZICHT BEL	HL 	730	80399	24	730	0		1	6	261	261	LEMS	PC010	*	1	*	*	*		 	26	LEMS,PC010,*,CL 1,*,*,*	11
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			26-JUL-26	26-JUL-26	259	15553908	SAMPADA AGRI (PTY	HL 	29	80399	24	29	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	259	BERS,PTB025,*,*,*,16,*	7
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			28-JUL-26	28-JUL-26	8090	15558807	ENDULINI FRUIT (P	HL 	1084	80399	24	1084	0		1	6	261	261	ORGS	PC060	NV	2	L	*	*		 	8090	ORGS,PC060,NV,CL 2,L,*,*	6
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			28-JUL-26	28-JUL-26	8091	15558842	ENDULINI FRUIT (P	HL 	1203	80399	24	1203	0		1	6	261	261	ORGS	PC100	NV	2	XL	*	*		 	8091	ORGS,PC100,NV,CL 2,XL,*,*	6
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	4293	15561220	ENDULINI FRUIT (P	HL 	80	80399	24	80	0		1	6	261	261	LEMS	CTT150	*	2	*	56	*		 	4293	LEMS,CTT150,*,CL 2,*,56,*	4
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	5191	15561233	ENDULINI FRUIT (P	HL 	65	80399	24	65	0		1	6	261	261	NAAR	CO150	Q2	1	*	*	*		 	5191	NAAR,CO150,Q2,CL 1,*,*,*	4
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8556	15561348	ENDULINI FRUIT (P	HL 	208	80399	24	208	0		1	6	261	261	NAAR	CO100	Q2	1	1	*	*		 	8556	NAAR,CO100,Q2,CL 1,1,*,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8557	15561354	ENDULINI FRUIT (P	HL 	208	80399	24	208	0		1	6	261	261	NAAR	CO100	Q2	1	1X	*	*		 	8557	NAAR,CO100,Q2,CL 1,1X,*,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8202	15561238	ENDULINI FRUIT (P	HL 	208	80399	24	208	0		1	6	261	261	NAAR	CO100	NV	1	2	*	*		 	8202	NAAR,CO100,NV,CL 1,2,*,*	4
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	4403	15561335	ENDULINI FRUIT (P	HL 	17	80399	24	17	0		1	6	261	261	ORGS	CTT150	NV	1	*	64	*		 	4403	ORGS,CTT150,NV,CL 1,*,64,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8549	15561339	ENDULINI FRUIT (P	HL 	34	80399	24	34	0		1	6	261	261	ORGS	CTT150	NV	1	*	56	*		 	8549	ORGS,CTT150,NV,CL 1,*,56,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	8554	15561344	ENDULINI FRUIT (P	HL 	29	80399	24	29	0		1	6	261	261	ORGS	CTT150	NV	1	*	48	*		 	8554	ORGS,CTT150,NV,CL 1,*,48,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			29-JUL-26	29-JUL-26	1930	15559129	WESTFALIA MARKETI	HL 	43	80399	24	43	0		1	6	261	261	AVOS	BG160	AH	2	M	*	*		 	1930	AVOS,BG160,AH,CL 2,M,*,*	5
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			30-JUL-26	30-JUL-26	1651	15562335	MILLHART FARMING 	HL 	74	80399	24	74	0		1	6	261	261	BERS	PTB025	*	0	*	20	*		 	1651	BERS,PTB025,*,*,*,20,*	4
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			31-JUL-26	31-JUL-26	3168	15564276	OPKOMS BELLEGINGS	HL 	210	80399	24	210	0		1	6	261	261	AVOS	BG150	AX	2	M	*	*		*	3168	AVOS,BG150,AX,CL 2,M,*,*	3
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	852	15565741	H L HALL & SONS L	HL 	74	80399	24	74	50	1012	1	6	261	261	AVOS	TR040	AH	1	*	14	*		*	852	AVOS,TR040,AH,CL 1,*,14,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	8822	15565741	H L HALL & SONS L	HL 	201	80399	24	201	0		1	6	261	261	AVOS	TR040	AH	1	*	14	*		*	8822	AVOS,TR040,AH,CL 1,*,14,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	8830	15565760	H L HALL & SONS L	HL 	238	80399	24	238	0		1	6	261	261	NAAR	EC020	NAR	1	*	16	*		 	8830	NAAR,EC020,NAR,CL 1,*,16,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	3694	15565755	H L HALL & SONS L	HL 	400	80399	24	400	0	430	1	6	261	261	NAAR	EC020	NAR	1	*	18	*		 	3694	NAAR,EC020,NAR,CL 1,*,18,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	6805	15567284	ENDULINI FRUIT (P	HL 	400	80399	24	400	0		1	6	261	261	LEMS	CTT150	*	1	*	56	*		 	6805	LEMS,CTT150,*,CL 1,*,56,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	6641	15567225	MILLHART FARMING 	HL 	75	80399	24	75	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	6641	BERS,PTB025,*,*,*,16,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			02-AUG-26	02-AUG-26	6694	15567267	SAMPADA AGRI (PTY	HL 	156	80399	24	156	0		1	6	261	261	BERS	PTB025	*	0	*	16	*		 	6694	BERS,PTB025,*,*,*,16,*	1
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	852	15565741	H L HALL & SONS L	HL R	50	80399	24	74	50	1012	2	6	261	261	AVOS	TR040	AH	1	*	14	*		*	852	AVOS,TR040,AH,CL 1,*,14,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			01-AUG-26	01-AUG-26	6807	15565741	H L HALL & SONS L	RR 	61	80399	24	61	0	1012	1	3	1012	1012	AVOS	TR040	AH	1	*	14	*		*	6807	AVOS,TR040,AH,CL 1,*,14,*	2
R S A MARKET AGENTS	GEORGE PHILLIP  POTGIETER			11-JUL-26	11-JUL-26	8070	15528125	ZZ2 - WAGENDRIFT	TR 	130	80399	24	130	0	1012	1	8	1000004	1000004	AVOS	TR040	AT	1	*	12	*		 	8070	AVOS,TR040,AT,CL 1,*,12,*	23
